Date,Open,High,Low,Close,Volume,Entity,Up_shadow,Low_shadow,SMA_En5,SMA_US5,SMA_LS5,SMA_En2,SMA_US2,SMA_LS2,Year,Quarter,Month,DayOfWeek,SMA_5,SMA_10,SMA_30,SMA_90,EMA_5,EMA_10,EMA_13,TP,MA,MD,CCI,RSI_14,BB_Mid,BB_Upper,BB_Lower,Volume_SMA_5,Volume_SMA_10,L14,H14,%K,%D,VWAP,EMA_12,EMA_26,MACD,MACD_Signal,TR,ATR,+DM,-DM,+DI,-DI,ADX,MACD_Histogram,CMO,Williams %R,Bull Power,Bear Power,Keltner_Mid,Keltner_Upper,Keltner_Lower,Pivot,Resistance_1,Support_1,Resistance_2,Support_2,VPT,Volume_oscillator,OBV,predict,target
2025-02-11,165.5,169.0,165.5,167.5,13967659,2.0,1.5,0.0,2.1,1.7,0.2,2.75,1.5,0.5,2025,1,2,1,164.2,166.05,164.95,159.55,165.4,165.18,165.16,167.33,166.33,3.73,17.86,55.21,166.18,176.59,155.76,14416616.0,17958878.9,157.0,178.5,48.84,42.64,80.12,165.17,164.45,0.72,1.05,3.5,5.79,1.0,3.5,28.4,27.78,1.1,-0.33,10.42,-51.16,3.84,0.34,166.18,177.75,154.6,167.33,169.17,165.67,170.83,163.83,54812240.11,0.17,1790840530,2,1
2025-02-12,167.0,168.0,165.5,165.5,8566742,-1.5,1.0,0.0,1.4,1.6,0.2,0.25,1.25,0.0,2025,1,2,2,165.0,165.4,165.22,159.64,165.43,165.23,165.21,166.33,166.37,3.71,-0.6,54.64,166.15,176.57,155.73,13296807.8,17243849.6,157.0,178.5,39.53,44.19,80.15,165.22,164.53,0.69,0.98,2.5,5.71,0.0,0.0,28.75,28.12,1.1,-0.29,9.28,-60.47,2.79,0.29,166.15,177.58,154.72,166.33,167.17,164.67,168.83,163.83,54709950.65,0.17,1782273788,2,0
2025-02-13,164.5,172.0,164.5,170.5,21390094,6.0,1.5,0.0,2.7,1.3,0.2,2.25,1.25,0.0,2025,1,2,3,166.9,165.25,165.55,159.79,167.12,166.19,165.97,169.0,166.13,3.47,55.13,58.49,165.92,175.72,156.13,15843618.4,18391491.6,157.0,178.5,62.79,50.39,80.21,166.03,164.97,1.06,1.0,7.5,5.93,4.0,0.0,31.93,27.11,8.16,0.07,16.98,-37.21,6.03,-1.47,165.92,177.78,154.07,169.0,173.5,166.0,176.5,161.5,55356177.06,0.18,1803663882,2,1
2025-02-14,173.0,176.0,171.0,175.0,28457804,2.0,1.0,2.0,2.4,1.3,0.6,4.0,1.25,1.0,2025,1,2,4,169.0,165.05,165.9,159.98,169.75,167.79,167.26,174.0,166.21,3.54,146.67,59.26,166.1,176.42,155.78,18385734.4,18806742.6,157.0,178.5,83.72,62.02,80.3,167.41,165.71,1.7,1.14,5.5,5.79,4.0,6.5,31.48,29.01,4.08,0.56,18.52,-16.28,8.74,3.74,166.1,177.67,154.53,174.0,177.0,172.0,179.0,169.0,56107262.79,0.17,1832121686,2,0
2025-02-17,174.0,179.5,173.5,178.0,17984710,4.0,1.5,0.5,2.5,1.3,0.5,3.0,1.25,1.25,2025,1,2,0,171.3,166.75,166.32,160.15,172.5,169.65,168.79,177.0,166.63,4.03,171.63,60.71,166.7,178.31,155.09,18073401.8,16857505.0,157.0,179.5,93.33,79.95,80.36,169.04,166.62,2.42,1.39,6.0,5.96,3.5,2.5,34.73,31.14,5.45,1.02,21.43,-6.67,10.71,4.71,166.7,178.63,154.77,177.0,180.5,174.5,183.0,171.0,56415572.11,0.16,1850106396,0,0
2025-02-18,177.0,181.0,177.0,179.0,11402708,2.0,2.0,0.0,2.5,1.4,0.5,3.0,1.75,0.25,2025,1,2,1,173.6,168.9,166.78,160.37,174.67,171.35,170.25,179.0,167.19,4.7,167.61,56.86,167.22,180.07,154.38,17560411.6,15988513.8,157.0,181.0,91.67,89.57,80.39,170.57,167.54,3.03,1.72,4.0,5.75,1.5,3.5,30.43,32.92,3.92,1.31,13.73,-8.33,10.75,6.75,167.22,178.72,155.72,179.0,181.0,177.0,183.0,175.0,56479632.26,0.13,1861509104,0,0
2025-02-19,178.5,186.0,178.5,183.5,24432526,5.0,2.5,0.0,3.8,1.7,0.5,3.5,2.25,0.0,2025,1,2,2,177.2,171.1,167.4,160.73,177.61,173.56,172.14,182.67,168.13,5.48,176.91,60.36,168.28,182.81,153.74,20733568.4,17015188.1,157.0,186.0,91.38,92.13,80.47,172.56,168.72,3.84,2.15,7.5,6.11,5.0,1.5,34.5,28.07,10.28,1.69,20.72,-8.62,13.86,6.36,168.28,180.49,156.06,182.67,186.83,179.33,190.17,175.17,57093857.78,0.15,1885941630,0,0
2025-02-20,184.0,185.0,177.5,179.5,23357630,-4.5,1.0,2.0,1.7,1.6,0.9,0.25,1.75,1.0,2025,1,2,3,179.0,172.95,167.93,161.04,178.24,174.64,173.19,180.67,169.09,5.88,131.31,52.29,169.2,184.14,154.26,21127075.6,18485347.0,157.0,186.0,77.59,86.88,80.55,173.63,169.52,4.11,2.54,7.5,6.18,0.0,0.0,27.75,26.01,3.23,1.57,4.59,-22.41,11.81,4.31,169.2,181.56,156.84,180.67,183.83,176.33,188.17,173.17,56584699.63,0.1,1862584000,0,-1
2025-02-21,178.5,182.5,176.5,181.0,18326460,2.5,1.5,2.0,1.8,1.7,0.9,-1.0,1.25,2.0,2025,1,2,4,180.2,174.6,168.57,161.38,179.16,175.8,174.31,180.0,170.01,6.14,108.44,75.0,170.18,185.53,154.82,19100806.8,18743270.6,157.0,186.0,82.76,83.91,80.61,174.76,170.37,4.39,2.91,6.0,5.39,0.0,0.0,31.79,29.8,3.23,1.48,50.0,-17.24,8.19,2.19,170.18,180.96,159.39,180.0,183.5,177.5,186.0,174.0,56737845.53,-0.0,1880910460,0,0
2025-02-24,177.5,178.0,174.0,176.0,19043358,-1.5,0.5,2.0,0.7,1.5,1.2,0.5,1.0,2.0,2025,1,2,0,179.8,175.55,169.08,161.61,178.11,175.83,174.55,176.0,170.49,6.26,58.68,72.29,170.72,186.09,155.36,19312536.4,18692969.1,159.5,186.0,62.26,74.2,80.67,174.95,170.79,4.17,3.16,7.0,5.46,0.0,0.0,31.37,29.41,3.23,1.01,44.58,-37.74,3.45,-0.55,170.72,181.65,159.8,176.0,178.0,174.0,180.0,172.0,56211785.92,-0.02,1861867102,0,0
2025-02-25,171.5,177.5,171.0,176.5,20523405,5.0,1.0,0.5,1.3,1.3,1.3,1.75,0.75,1.25,2025,1,2,1,179.3,176.45,169.6,161.87,177.57,175.95,174.83,175.0,170.97,6.23,43.14,69.74,171.25,186.66,155.84,21136675.8,19348543.7,161.0,186.0,62.0,69.01,80.73,175.19,171.21,3.98,3.32,6.5,5.54,0.0,0.0,30.97,25.81,9.09,0.66,39.47,-38.0,2.67,-3.83,171.25,182.32,160.18,175.0,179.0,172.5,181.5,168.5,56270091.05,0.04,1882390507,0,0
2025-02-26,173.5,176.0,172.0,175.5,21556954,2.0,0.5,1.5,0.7,0.9,1.6,3.5,0.75,1.0,2025,1,2,2,177.7,177.45,169.92,162.11,176.88,175.87,174.92,174.5,171.17,6.37,34.9,68.83,171.42,186.95,155.9,20561561.4,20647564.9,161.0,186.0,58.0,60.75,80.8,175.24,171.53,3.71,3.4,4.5,5.61,0.0,1.0,28.66,24.84,7.14,0.31,37.66,-42.0,1.08,-2.92,171.42,182.64,160.21,174.5,177.0,173.0,178.5,170.5,56147955.33,0.08,1860833553,0,0
2025-02-27,175.0,175.5,169.0,171.0,23340555,-4.0,0.5,2.0,0.8,0.8,1.6,-1.0,0.5,1.75,2025,1,2,3,176.0,177.5,169.78,162.29,174.92,174.99,174.36,171.83,171.17,6.37,6.98,58.23,171.38,186.89,155.86,20558146.4,20842611.0,162.0,186.0,37.5,52.5,80.87,174.59,171.49,3.1,3.34,6.5,5.75,0.0,0.0,26.71,24.22,4.88,-0.24,16.46,-62.5,1.14,-5.36,171.38,182.88,159.88,171.83,174.67,168.17,178.33,165.33,55549479.56,0.09,1837492998,0,0
